id,region,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,manufacturer
22356,chicago,2007,excellent,8 cylinders,gas,123466,clean,automatic,4wd,full-size,truck,blue,il,21960,ford
22357,williamsport,2011,excellent,6 cylinders,gas,94455,clean,manual,fwd,mid-size,sedan,black,pa,9928,bmw
22358,ames,2016,excellent,6 cylinders,gas,115258,clean,manual,4wd,mid-size,SUV,black,ia,14630,audi
22359,south jersey,2004,excellent,6 cylinders,gas,201603,clean,automatic,fwd,full-size,sedan,black,nj,2834,toyota
22360,new hampshire,2014,excellent,4 cylinders,gas,59103,clean,automatic,fwd,mid-size,sedan,black,nh,7197,pontiac
22361,boone,1997,fair,8 cylinders,gas,187626,missing,automatic,rwd,full-size,sedan,silver,nc,3322,toyota
22362,knoxville,2012,excellent,6 cylinders,diesel,31406,clean,automatic,4wd,full-size,truck,black,tn,76437,ford
22363,dallas / fort worth,2012,like new,4 cylinders,gas,103988,clean,automatic,fwd,full-size,sedan,black,tx,7131,kia
22364,richmond,2011,good,4 cylinders,gas,144030,clean,automatic,fwd,mid-size,SUV,blue,va,5630,subaru
22365,"st louis, MO",2020,excellent,6 cylinders,gas,81929,clean,automatic,rwd,full-size,convertible,black,mo,17728,bmw
22366,chattanooga,2011,like new,4 cylinders,gas,85152,rebuilt,automatic,fwd,mid-size,sedan,silver,tn,8726,chevrolet
22367,gulfport / biloxi,2013,good,4 cylinders,gas,180951,,automatic,fwd,compact,,white,,3276,mini
22368,bismarck,1988,excellent,8 cylinders,,78395,clean,manual,rwd,full-size,convertible,green,nd,8326,chevrolet
22369,waco,2011,excellent,6 cylinders,gas,70910,clean,automatic,fwd,mid-size,sedan,black,tx,17199,bmw
22370,columbia,2016,excellent,6 cylinders,gas,145353,clean,automatic,rwd,full-size,SUV,black,,19406,chevrolet
22371,fresno / madera,2005,excellent,4 cylinders,,53157,clean,automatic,fwd,mid-size,sedan,black,ca,4918,ford
22372,albany,2012,excellent,6 cylinders,gas,110806,clean,automatic,rwd,mid-size,pickup,white,ny,20572,gmc
22373,okaloosa / walton,2012,excellent,6 cylinders,gas,151725,clean,automatic,fwd,full-size,pickup,silver,fl,4315,ford
22374,st cloud,2011,excellent,6 cylinders,diesel,107402,clean,automatic,4wd,full-size,pickup,silver,mn,36778,ram
22375,san antonio,2011,excellent,8 cylinders,,92988,clean,automatic,fwd,full-size,van,white,tx,9530,chevrolet
22376,lakeland,2015,excellent,6 cylinders,diesel,36532,rebuilt,automatic,rwd,full-size,truck,white,fl,27150,ram
22377,san diego,2011,excellent,4 cylinders,gas,148515,clean,automatic,fwd,full-size,SUV,black,ca,7268,nissan
22378,louisville,2014,excellent,6 cylinders,gas,189931,clean,automatic,4wd,mid-size,SUV,blue,ky,13568,ford
22379,missoula,2002,fair,8 cylinders,diesel,142550,clean,automatic,4wd,full-size,truck,black,mt,4537,chevrolet
22380,rhode island,2011,excellent,6 cylinders,gas,167483,clean,automatic,fwd,mid-size,SUV,blue,ri,6926,bmw
22381,tallahassee,2018,excellent,4 cylinders,gas,51722,clean,automatic,fwd,compact,sedan,black,fl,12488,nissan
22382,hudson valley,2016,excellent,6 cylinders,gas,69199,clean,automatic,fwd,full-size,SUV,black,ny,4339,ford
22383,pueblo,2011,good,4 cylinders,gas,84491,clean,manual,fwd,mid-size,coupe,green,co,16902,toyota
22384,sarasota-bradenton,2010,excellent,6 cylinders,gas,162578,clean,automatic,4wd,mid-size,SUV,silver,fl,7800,chevrolet
22385,grand rapids,2017,good,5 cylinders,gas,13194,salvage,manual,fwd,compact,sedan,blue,mi,11067,volvo
22386,yuma,1996,fair,8 cylinders,gas,171388,clean,automatic,4wd,full-size,SUV,white,az,6892,ford
22387,south coast,1990,fair,8 cylinders,gas,87329,clean,manual,4wd,full-size,SUV,green,,17480,ford
22388,wyoming,1990,excellent,8 cylinders,gas,96036,clean,manual,rwd,full-size,truck,blue,wy,8792,ford
22389,sacramento,2005,excellent,6 cylinders,,188367,clean,automatic,fwd,mid-size,sedan,silver,ca,5438,ford
22390,prescott,2014,excellent,6 cylinders,gas,107484,clean,automatic,fwd,compact,sedan,black,az,5558,cadillac
22391,sioux city,2006,good,6 cylinders,gas,117005,rebuilt,automatic,4wd,full-size,SUV,blue,ia,9413,mercury
22392,orange county,1992,good,4 cylinders,gas,65873,clean,manual,rwd,full-size,truck,black,,4757,ford
22393,nashville,2009,excellent,8 cylinders,gas,97401,clean,automatic,4wd,full-size,truck,white,tn,15259,ford
22394,orlando,2009,excellent,8 cylinders,,64335,clean,automatic,fwd,mid-size,coupe,black,,14924,buick
22395,medford-ashland,2013,fair,6 cylinders,gas,74794,clean,automatic,4wd,full-size,truck,custom,or,15358,chevrolet
22396,mcallen / edinburg,2005,good,6 cylinders,gas,148019,clean,automatic,fwd,full-size,sedan,silver,tx,3191,honda
22397,myrtle beach,2008,excellent,4 cylinders,gas,86448,clean,automatic,fwd,mid-size,sedan,silver,sc,10139,ford
22398,las vegas,2009,excellent,6 cylinders,gas,70854,clean,automatic,rwd,full-size,sedan,brown,nv,2914,bmw
22399,wichita,2002,good,8 cylinders,gas,173034,clean,manual,fwd,full-size,truck,blue,ks,2699,ford
22400,central NJ,2002,good,8 cylinders,gas,144472,clean,automatic,fwd,full-size,coupe,blue,,2356,ford
22401,albuquerque,2018,fair,4 cylinders,gas,243191,salvage,manual,4wd,full-size,other,green,nm,3312,ford
22402,north platte,2007,fair,6 cylinders,gas,66523,clean,automatic,fwd,full-size,SUV,white,,6370,bmw
22403,rhode island,2011,excellent,4 cylinders,gas,101005,clean,automatic,fwd,mid-size,sedan,grey,ri,10175,ford
22404,bowling green,2014,excellent,6 cylinders,gas,202788,clean,automatic,fwd,full-size,sedan,grey,ky,2854,toyota
22405,central NJ,2008,excellent,8 cylinders,diesel,114377,clean,manual,rwd,full-size,pickup,white,,18461,ford
22406,norfolk / hampton roads,2014,good,6 cylinders,gas,169327,clean,automatic,4wd,full-size,truck,black,va,9984,ford
22407,birmingham,2019,good,4 cylinders,gas,84043,clean,manual,fwd,compact,SUV,blue,al,23588,ford
22408,knoxville,2010,excellent,4 cylinders,gas,68217,clean,manual,fwd,mid-size,sedan,black,tn,4708,ford
22409,omaha / council bluffs,2016,like new,4 cylinders,gas,54226,clean,automatic,4wd,mid-size,SUV,white,ia,22213,toyota
22410,youngstown,1999,excellent,4 cylinders,gas,132170,rebuilt,automatic,fwd,mid-size,sedan,silver,oh,21174,pontiac
22411,dallas / fort worth,2013,excellent,4 cylinders,gas,81129,clean,automatic,fwd,compact,sedan,blue,tx,4133,kia
22412,asheville,2011,good,6 cylinders,gas,134445,clean,automatic,fwd,full-size,van,silver,nc,4994,chevrolet
22413,"washington, DC",2018,excellent,4 cylinders,gas,24911,clean,automatic,fwd,mid-size,sedan,blue,dc,8534,kia
22414,tulsa,2014,good,4 cylinders,gas,74401,clean,automatic,fwd,full-size,sedan,blue,ok,8935,nissan
22415,st george,2013,good,6 cylinders,gas,94188,clean,automatic,4wd,full-size,truck,black,,49354,ram
22416,madison,2001,good,4 cylinders,gas,160204,clean,manual,fwd,full-size,sedan,green,wi,3847,toyota
22417,monterey bay,2019,excellent,4 cylinders,,101257,clean,automatic,fwd,full-size,SUV,white,ca,14592,nissan
22418,boise,2010,excellent,8 cylinders,diesel,57542,clean,automatic,rwd,full-size,truck,red,id,23688,gmc
22419,altoona-johnstown,2013,excellent,8 cylinders,gas,111397,,manual,4wd,full-size,,black,pa,18510,bmw
22420,atlanta,2015,like new,6 cylinders,gas,90055,clean,automatic,fwd,full-size,coupe,blue,ga,6815,chevrolet
22421,hawaii,2004,excellent,4 cylinders,gas,155089,clean,automatic,fwd,mid-size,sedan,black,hi,10726,hyundai
22422,flagstaff / sedona,1985,good,8 cylinders,diesel,131265,clean,automatic,4wd,full-size,truck,black,az,23480,ford
22423,worcester / central MA,2009,excellent,4 cylinders,gas,49736,clean,automatic,fwd,mid-size,sedan,black,ma,1818,nissan
22424,green bay,1987,good,4 cylinders,gas,135047,clean,automatic,fwd,mid-size,sedan,white,wi,5445,ford
22425,los angeles,2015,excellent,4 cylinders,gas,51119,clean,automatic,fwd,mid-size,hatchback,silver,ca,9228,nissan
22426,central NJ,1988,good,6 cylinders,gas,238855,clean,manual,rwd,full-size,SUV,black,nj,5247,ford
22427,youngstown,2006,excellent,6 cylinders,gas,156392,clean,automatic,4wd,full-size,SUV,black,oh,7413,buick
22428,cedar rapids,2013,excellent,6 cylinders,gas,92194,clean,automatic,fwd,mid-size,sedan,red,ia,5869,lexus
22429,reno / tahoe,2011,excellent,6 cylinders,gas,79353,clean,automatic,rwd,mid-size,SUV,black,ca,5102,bmw
22430,columbus,2013,excellent,4 cylinders,gas,96536,clean,automatic,fwd,mid-size,sedan,red,oh,11567,mitsubishi
22431,pittsburgh,1990,excellent,8 cylinders,diesel,95915,clean,other,4wd,full-size,truck,black,pa,25427,ford
22432,new hampshire,2001,fair,8 cylinders,gas,199060,clean,manual,4wd,full-size,SUV,blue,,3597,jeep
22433,western slope,2001,excellent,6 cylinders,diesel,170738,clean,manual,4wd,mid-size,SUV,black,co,21270,bmw
22434,richmond,2012,good,4 cylinders,gas,123305,clean,automatic,fwd,mid-size,sedan,white,va,8739,hyundai
22435,memphis,2008,excellent,6 cylinders,diesel,78098,clean,manual,4wd,full-size,pickup,blue,tn,43004,ram
22436,wilmington,2016,like new,4 cylinders,,55838,rebuilt,automatic,4wd,full-size,van,blue,de,16650,toyota
22437,albuquerque,1991,excellent,8 cylinders,gas,-1,clean,automatic,fwd,mid-size,sedan,white,nm,14229,ford
22438,san diego,2013,excellent,8 cylinders,,117300,clean,manual,4wd,full-size,truck,black,ca,19313,ford
22439,western slope,2007,like new,8 cylinders,gas,48499,clean,manual,rwd,full-size,truck,black,co,18905,bmw
22440,dallas / fort worth,2011,excellent,8 cylinders,gas,96097,clean,automatic,fwd,full-size,van,white,tx,16887,chevrolet
22441,duluth / superior,2015,excellent,6 cylinders,diesel,98127,clean,automatic,4wd,full-size,truck,white,mn,35690,ram
22442,dallas / fort worth,2011,excellent,4 cylinders,gas,178759,rebuilt,automatic,fwd,mid-size,sedan,black,tx,7748,chevrolet
22443,lynchburg,2010,excellent,4 cylinders,gas,169627,clean,automatic,fwd,full-size,sedan,silver,va,2706,honda
22444,seattle-tacoma,2014,excellent,6 cylinders,gas,124506,clean,automatic,4wd,mid-size,sedan,silver,wa,19298,bmw
22445,hickory / lenoir,2012,excellent,6 cylinders,gas,161494,rebuilt,automatic,4wd,mid-size,SUV,black,,9218,jeep
22446,bakersfield,2014,excellent,8 cylinders,diesel,31563,clean,automatic,rwd,full-size,truck,black,ca,35346,chevrolet
22447,san antonio,2016,excellent,8 cylinders,gas,162492,clean,automatic,4wd,full-size,pickup,green,tx,19365,ford
22448,north jersey,2014,excellent,4 cylinders,gas,45063,clean,automatic,fwd,mid-size,sedan,white,nj,18922,chevrolet
22449,omaha / council bluffs,2015,excellent,4 cylinders,gas,79734,clean,manual,fwd,compact,sedan,green,ia,9795,nissan
22450,long island,2010,good,6 cylinders,gas,247572,clean,automatic,fwd,full-size,sedan,silver,ny,2987,toyota
22451,tallahassee,2002,like new,6 cylinders,,161603,clean,automatic,fwd,full-size,pickup,green,,8425,ram
22452,rhode island,2006,like new,4 cylinders,gas,149690,clean,automatic,fwd,full-size,SUV,black,ri,5690,honda
22453,las vegas,2015,excellent,4 cylinders,,98513,salvage,automatic,fwd,full-size,sedan,black,nv,20583,chevrolet
22454,rochester,1991,fair,4 cylinders,gas,99351,clean,automatic,fwd,full-size,SUV,black,ny,7456,chevrolet
22455,south jersey,2018,like new,4 cylinders,gas,179920,rebuilt,automatic,fwd,mid-size,hatchback,silver,nj,7878,toyota
22456,las vegas,2016,like new,6 cylinders,gas,95742,rebuilt,automatic,rwd,mid-size,coupe,blue,nv,26869,bmw
22457,minneapolis / st paul,2002,good,6 cylinders,gas,161887,clean,automatic,fwd,full-size,sedan,silver,mn,3647,toyota
22458,dubuque,2012,like new,4 cylinders,gas,131073,clean,manual,4wd,mid-size,SUV,silver,ia,8599,subaru
22459,new haven,2005,like new,6 cylinders,gas,239992,clean,automatic,fwd,full-size,mini-van,blue,ct,3974,ford
22460,rapid city / west SD,2012,excellent,6 cylinders,gas,139792,clean,automatic,4wd,full-size,SUV,grey,sd,7710,chevrolet
22461,richmond,2009,fair,4 cylinders,gas,72969,clean,automatic,fwd,full-size,sedan,black,va,1929,toyota
22462,modesto,2003,fair,4 cylinders,gas,135767,clean,automatic,fwd,full-size,sedan,silver,,1819,hyundai
22463,myrtle beach,2020,excellent,4 cylinders,gas,72961,salvage,automatic,fwd,mid-size,sedan,blue,sc,14106,nissan
22464,indianapolis,2011,excellent,6 cylinders,gas,250577,clean,automatic,fwd,mid-size,sedan,silver,in,7584,chrysler
22465,denver,2016,excellent,8 cylinders,diesel,16529,clean,manual,4wd,full-size,truck,black,co,46655,ram
22466,western massachusetts,2001,fair,6 cylinders,gas,158276,clean,automatic,fwd,full-size,truck,silver,ma,1086,toyota
22467,"washington, DC",2012,good,6 cylinders,gas,93733,clean,other,fwd,compact,sedan,black,dc,5115,ford
22468,appleton-oshkosh-FDL,2008,excellent,6 cylinders,gas,244785,clean,automatic,fwd,full-size,sedan,silver,wi,3524,ford
22469,fresno / madera,2009,good,4 cylinders,gas,148724,clean,automatic,fwd,full-size,sedan,blue,ca,3754,honda
22470,new hampshire,2005,excellent,8 cylinders,gas,118707,clean,manual,rwd,mid-size,convertible,orange,nh,10058,bmw
22471,fayetteville,2014,excellent,6 cylinders,gas,212699,clean,automatic,fwd,mid-size,SUV,silver,nc,6242,ford
22472,toledo,2012,excellent,6 cylinders,gas,77309,clean,automatic,fwd,mid-size,sedan,white,oh,6049,ford
22473,hawaii,1996,excellent,4 cylinders,gas,43322,clean,manual,fwd,compact,other,green,,18241,toyota
22474,long island,2011,excellent,6 cylinders,gas,84909,clean,automatic,fwd,full-size,sedan,black,ny,8519,buick
22475,richmond,2002,good,6 cylinders,gas,200102,salvage,automatic,4wd,mid-size,wagon,black,,7420,chevrolet
22476,tallahassee,2015,excellent,4 cylinders,gas,57484,salvage,automatic,fwd,compact,sedan,silver,,8398,volkswagen
22477,knoxville,2009,excellent,6 cylinders,,161570,clean,manual,rwd,mid-size,sedan,silver,tn,7838,bmw
22478,albany,2017,like new,4 cylinders,gas,32910,clean,other,4wd,full-size,pickup,blue,ny,69664,ford
22479,wichita,2012,good,6 cylinders,gas,121966,clean,manual,fwd,mid-size,van,red,ks,4680,ford
22480,wichita,1992,good,8 cylinders,gas,114808,clean,automatic,fwd,full-size,truck,black,ks,8303,chevrolet
22481,colorado springs,2011,excellent,6 cylinders,diesel,150819,clean,automatic,4wd,full-size,SUV,white,co,4130,jeep
22482,madison,2013,like new,4 cylinders,gas,67440,salvage,automatic,fwd,compact,sedan,black,wi,7812,kia
22483,long island,2002,excellent,8 cylinders,gas,104606,clean,automatic,rwd,full-size,truck,black,ny,17341,ford
22484,richmond,2011,like new,5 cylinders,gas,154903,clean,manual,4wd,full-size,SUV,black,va,19416,bmw
22485,"st louis, MO",2004,excellent,6 cylinders,gas,124027,clean,automatic,rwd,full-size,sedan,black,mo,14475,ford
22486,bakersfield,2005,excellent,8 cylinders,gas,120395,clean,automatic,rwd,full-size,truck,custom,ca,5085,ford
22487,madison,2005,fair,4 cylinders,gas,141278,clean,manual,fwd,full-size,sedan,green,wi,2086,chevrolet
22488,bakersfield,2011,excellent,4 cylinders,gas,121143,clean,automatic,fwd,compact,sedan,black,,7821,kia
22489,st joseph,2015,excellent,6 cylinders,gas,144058,clean,automatic,4wd,full-size,sedan,black,mo,5712,ford
22490,"washington, DC",2015,like new,4 cylinders,gas,110,clean,automatic,4wd,full-size,SUV,white,dc,23083,ford
22491,albany,1995,excellent,6 cylinders,gas,85291,clean,automatic,rwd,mid-size,sedan,silver,ny,8425,bmw
22492,reno / tahoe,2015,good,6 cylinders,gas,127704,clean,manual,fwd,mid-size,SUV,silver,ca,7617,bmw
22493,albuquerque,2010,excellent,8 cylinders,gas,226849,clean,automatic,fwd,full-size,pickup,green,nm,13980,ford
22494,yuba-sutter,2001,excellent,6 cylinders,gas,103886,clean,automatic,fwd,mid-size,sedan,white,ca,6182,ford
22495,south jersey,2014,excellent,8 cylinders,gas,112269,rebuilt,automatic,4wd,mid-size,SUV,silver,nj,19026,gmc
22496,spokane / coeur d'alene,2014,excellent,8 cylinders,diesel,107968,clean,automatic,4wd,full-size,pickup,black,id,35731,chevrolet
22497,maine,2004,excellent,6 cylinders,gas,117729,clean,automatic,4wd,mid-size,SUV,black,me,7921,ford
22498,youngstown,1997,fair,6 cylinders,gas,159262,clean,automatic,fwd,mid-size,truck,silver,oh,7570,honda
22499,western massachusetts,2007,fair,6 cylinders,gas,211155,clean,automatic,4wd,full-size,SUV,red,ma,2084,ford
22500,eugene,2014,good,6 cylinders,gas,75961,rebuilt,automatic,fwd,mid-size,SUV,blue,or,3653,ford
22501,charlotte,1987,excellent,8 cylinders,gas,87517,clean,manual,rwd,full-size,truck,white,,27163,chevrolet
22502,sacramento,2015,excellent,4 cylinders,gas,145296,salvage,manual,fwd,mid-size,sedan,black,ca,7116,bmw
22503,anchorage / mat-su,2013,excellent,8 cylinders,gas,173584,clean,automatic,4wd,full-size,truck,black,ak,8397,chevrolet
22504,western massachusetts,2009,excellent,6 cylinders,,23561,clean,automatic,rwd,full-size,sedan,silver,,34430,bmw
22505,central NJ,2012,good,4 cylinders,gas,77789,clean,automatic,fwd,mid-size,sedan,white,nj,4493,ford
22506,grand rapids,2013,excellent,6 cylinders,gas,10470,clean,automatic,fwd,mid-size,sedan,black,mi,16851,bmw
22507,madison,2005,excellent,6 cylinders,diesel,124228,clean,automatic,rwd,full-size,truck,blue,wi,15440,ram
22508,birmingham,2008,good,6 cylinders,gas,113007,clean,automatic,fwd,full-size,SUV,black,al,8783,toyota
22509,jersey shore,2003,excellent,6 cylinders,gas,83561,clean,automatic,rwd,full-size,coupe,orange,nj,6825,chrysler
22510,south bend / michiana,2005,excellent,4 cylinders,gas,148678,salvage,manual,fwd,mid-size,wagon,white,in,5515,chevrolet
22511,yuma,2012,like new,8 cylinders,gas,177633,clean,automatic,4wd,mid-size,sedan,red,az,14236,audi
22512,tulsa,2014,good,4 cylinders,gas,84098,lien,automatic,fwd,mid-size,sedan,black,ok,6644,chevrolet
22513,albany,2006,excellent,8 cylinders,gas,97753,clean,automatic,4wd,full-size,truck,white,ny,20550,ram
22514,detroit metro,2011,excellent,8 cylinders,gas,121923,clean,automatic,4wd,full-size,SUV,black,mi,16699,chevrolet
22515,northern michigan,2012,excellent,4 cylinders,gas,122904,clean,automatic,fwd,mid-size,sedan,blue,mi,8994,toyota
22516,south coast,1978,like new,8 cylinders,gas,91389,clean,automatic,rwd,full-size,coupe,green,,12184,chevrolet
22517,fayetteville,1983,good,4 cylinders,diesel,102338,clean,automatic,fwd,full-size,van,white,nc,11058,ford
22518,tucson,2018,excellent,4 cylinders,gas,120422,rebuilt,automatic,fwd,mid-size,sedan,silver,az,15993,kia
22519,pittsburgh,2005,excellent,4 cylinders,,129114,clean,automatic,fwd,mid-size,sedan,white,pa,8212,ford
22520,north jersey,2010,excellent,8 cylinders,gas,116782,clean,automatic,fwd,full-size,SUV,black,nj,6392,chevrolet
22521,imperial county,2002,excellent,6 cylinders,gas,143357,clean,manual,4wd,full-size,truck,red,ca,6936,ford
22522,sacramento,2004,excellent,4 cylinders,gas,85031,clean,automatic,fwd,compact,coupe,blue,ca,6430,toyota
22523,santa maria,2011,good,6 cylinders,gas,162175,clean,automatic,fwd,mid-size,coupe,black,ca,8822,honda
22524,spokane / coeur d'alene,2009,excellent,6 cylinders,diesel,73602,clean,automatic,4wd,mid-size,truck,silver,,18985,ram
22525,san diego,2016,excellent,4 cylinders,gas,109206,salvage,automatic,fwd,mid-size,sedan,black,ca,16377,mitsubishi
22526,tucson,2015,like new,4 cylinders,gas,-1,rebuilt,automatic,rwd,full-size,sedan,silver,az,37858,chevrolet
22527,bakersfield,2011,excellent,4 cylinders,gas,33929,rebuilt,automatic,fwd,mid-size,sedan,black,ca,9351,kia
22528,reno / tahoe,2015,excellent,4 cylinders,gas,56053,clean,automatic,4wd,full-size,SUV,black,ca,11763,honda
22529,northern michigan,2014,good,4 cylinders,gas,83043,clean,automatic,fwd,compact,hatchback,white,mi,6726,chevrolet
22530,joplin,2009,excellent,4 cylinders,gas,142879,clean,automatic,fwd,compact,sedan,black,,4914,honda
22531,youngstown,2013,like new,6 cylinders,,92541,clean,automatic,fwd,compact,sedan,white,oh,6194,mercury
22532,york,2017,like new,6 cylinders,gas,27631,salvage,automatic,rwd,full-size,sedan,orange,pa,17053,bmw
22533,cape cod / islands,2009,excellent,6 cylinders,gas,99577,clean,automatic,4wd,full-size,SUV,black,ma,27742,jeep
22534,north dakota,2014,excellent,4 cylinders,gas,87433,clean,automatic,fwd,mid-size,sedan,black,nd,8022,nissan
22535,inland empire,2017,excellent,6 cylinders,gas,17155,clean,automatic,4wd,full-size,SUV,blue,ca,41114,ford
22536,seattle-tacoma,2011,excellent,4 cylinders,gas,61183,clean,manual,fwd,compact,sedan,grey,wa,22933,bmw
22537,western slope,2012,good,8 cylinders,gas,78442,clean,automatic,4wd,full-size,SUV,black,co,9219,ram
22538,syracuse,1993,good,8 cylinders,diesel,43945,clean,automatic,4wd,full-size,truck,blue,ny,30886,ram
22539,omaha / council bluffs,2017,excellent,4 cylinders,gas,88394,salvage,automatic,4wd,mid-size,pickup,blue,ia,19241,ford
22540,champaign urbana,2014,good,4 cylinders,gas,122673,clean,manual,fwd,compact,hatchback,white,il,6939,acura
22541,south jersey,1996,fair,6 cylinders,gas,107352,clean,automatic,fwd,full-size,SUV,black,nj,6175,jeep
22542,jacksonville,2007,good,6 cylinders,gas,193692,clean,automatic,fwd,mid-size,SUV,black,,7342,jeep
22543,north jersey,2012,excellent,4 cylinders,gas,131135,clean,manual,fwd,compact,sedan,blue,nj,8055,kia
22544,indianapolis,2007,good,4 cylinders,,162220,clean,automatic,fwd,full-size,sedan,black,in,2032,hyundai
22545,richmond,1997,good,6 cylinders,gas,159165,clean,automatic,rwd,mid-size,truck,white,va,3861,dodge
22546,san diego,2014,like new,4 cylinders,,35069,clean,automatic,fwd,full-size,SUV,black,ca,17255,chevrolet
22547,colorado springs,2010,excellent,6 cylinders,gas,105566,clean,manual,fwd,mid-size,sedan,black,co,25919,bmw
22548,inland empire,1984,fair,6 cylinders,gas,11296,clean,manual,rwd,full-size,coupe,black,ca,9322,ford
22549,laredo,2015,good,4 cylinders,gas,94391,salvage,other,fwd,full-size,sedan,green,tx,6564,ford
22550,tampa bay area,2000,fair,6 cylinders,gas,199633,clean,automatic,4wd,full-size,SUV,red,fl,7442,jeep
22551,philadelphia,2008,excellent,6 cylinders,gas,179881,clean,automatic,fwd,full-size,SUV,black,pa,22475,chevrolet
22552,detroit metro,2010,excellent,6 cylinders,gas,78926,clean,automatic,fwd,mid-size,sedan,white,mi,7918,ford
22553,charlotte,2012,excellent,6 cylinders,gas,55362,clean,automatic,4wd,full-size,SUV,black,nc,9725,bmw
22554,inland empire,1992,like new,4 cylinders,gas,95246,clean,manual,fwd,compact,sedan,blue,ca,10543,volkswagen
22555,tallahassee,2013,good,6 cylinders,gas,76254,clean,automatic,rwd,full-size,truck,white,fl,30149,ram
22556,omaha / council bluffs,2013,excellent,6 cylinders,gas,-1,rebuilt,manual,fwd,mid-size,sedan,silver,ia,6883,ford
22557,tallahassee,2013,excellent,6 cylinders,gas,202605,clean,manual,fwd,full-size,sedan,silver,,23045,ford
22558,orange county,1995,good,8 cylinders,gas,100419,clean,automatic,rwd,full-size,coupe,white,ca,24676,ford
22559,bend,2013,excellent,4 cylinders,gas,137857,clean,automatic,fwd,mid-size,sedan,black,or,13816,chevrolet
22560,redding,2013,excellent,6 cylinders,gas,85530,clean,automatic,fwd,mid-size,sedan,grey,ca,7925,lexus
22561,minneapolis / st paul,2009,excellent,4 cylinders,gas,102416,rebuilt,automatic,fwd,full-size,sedan,brown,mn,5768,chevrolet
22562,akron / canton,1990,good,6 cylinders,gas,123750,clean,automatic,4wd,full-size,SUV,silver,oh,6441,ford
22563,SF bay area,2016,excellent,6 cylinders,gas,28040,rebuilt,automatic,fwd,mid-size,coupe,black,,18795,dodge
22564,myrtle beach,1990,fair,6 cylinders,diesel,109922,clean,other,4wd,full-size,truck,black,sc,6084,ram
22565,roanoke,2014,excellent,4 cylinders,gas,69635,clean,automatic,fwd,mid-size,sedan,black,va,10653,ford
22566,daytona beach,2012,excellent,6 cylinders,gas,119362,clean,automatic,4wd,mid-size,SUV,silver,fl,19497,nissan
22567,treasure coast,2007,fair,8 cylinders,gas,159932,clean,automatic,fwd,full-size,SUV,black,fl,7416,chevrolet
22568,kennewick-pasco-richland,2012,excellent,6 cylinders,,164259,clean,automatic,4wd,mid-size,sedan,green,wa,30586,subaru
22569,tucson,2012,excellent,4 cylinders,gas,171871,clean,automatic,4wd,full-size,SUV,black,az,25604,ford
22570,hickory / lenoir,2018,like new,4 cylinders,gas,52361,clean,automatic,4wd,mid-size,SUV,blue,nc,21062,honda
22571,san antonio,2015,excellent,4 cylinders,gas,117272,clean,manual,fwd,mid-size,sedan,silver,tx,9095,bmw
22572,south jersey,2009,excellent,4 cylinders,gas,124741,clean,automatic,fwd,mid-size,coupe,blue,nj,5754,nissan
22573,columbia,2008,excellent,6 cylinders,gas,129083,clean,automatic,fwd,full-size,coupe,blue,sc,9772,bmw
22574,philadelphia,2013,excellent,6 cylinders,gas,140731,clean,automatic,fwd,mid-size,sedan,white,pa,14991,ford
22575,spokane / coeur d'alene,2011,good,4 cylinders,gas,102463,clean,automatic,fwd,mid-size,coupe,blue,id,10386,pontiac
22576,rhode island,2016,excellent,6 cylinders,gas,170717,clean,automatic,4wd,mid-size,SUV,white,ri,12140,jeep
22577,yakima,2014,good,4 cylinders,gas,27625,clean,automatic,fwd,full-size,sedan,black,wa,24533,honda
22578,atlanta,2019,like new,4 cylinders,,26569,clean,automatic,4wd,full-size,SUV,black,ga,13729,ford
22579,rhode island,2004,excellent,6 cylinders,gas,71830,clean,automatic,fwd,mid-size,coupe,red,,6440,chrysler
22580,toledo,2004,excellent,6 cylinders,gas,174501,clean,automatic,fwd,mid-size,van,white,oh,7177,ford
22581,cedar rapids,2015,good,4 cylinders,gas,115814,clean,automatic,fwd,full-size,SUV,red,ia,8128,chevrolet
22582,tucson,2010,excellent,8 cylinders,gas,107742,clean,automatic,rwd,full-size,pickup,black,,34498,ford
22583,rochester,2017,excellent,6 cylinders,gas,17000,clean,automatic,4wd,full-size,pickup,blue,ny,38736,jeep
22584,richmond,2013,excellent,4 cylinders,gas,95823,lien,automatic,fwd,mid-size,SUV,red,va,20530,chevrolet
22585,inland empire,2017,good,8 cylinders,gas,11265,clean,automatic,rwd,full-size,truck,blue,ca,23296,ford
22586,pittsburgh,2015,like new,4 cylinders,gas,79351,lien,automatic,fwd,compact,sedan,red,pa,7228,volkswagen
22587,orlando,2011,excellent,6 cylinders,gas,76625,clean,automatic,rwd,full-size,convertible,black,fl,16855,bmw
22588,east oregon,2012,good,4 cylinders,gas,103978,clean,automatic,fwd,full-size,hatchback,white,or,9028,ford
22589,oklahoma city,2013,good,4 cylinders,gas,-1,lien,other,fwd,compact,sedan,black,ok,3913,volkswagen
22590,ventura county,1980,excellent,4 cylinders,gas,27286,rebuilt,automatic,fwd,compact,sedan,blue,ca,13431,volkswagen
22591,tampa bay area,2016,good,4 cylinders,gas,83911,clean,automatic,fwd,mid-size,sedan,white,fl,9557,honda
